,Unnamed: 0,beta,rr_sus_slat,rr_sus_rec,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,rt_cs,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,adr,r_act,cas,k_covid
10,10,5.61846345052194,0.3561105191041556,0.2473366800765341,0.1276321886692821,0.0221426235764038,0.2367103563613922,0.0012265092214256,0.0016836151657118,0.1095647468056174,0.0260365888724221,0.0944782032501641,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0731527384501904,Cascade(1.010 -> 2.830(45%) -> 3.533(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
11,11,7.31157266709189,0.6807047560690834,0.1555660644463112,0.0947312422304751,0.0288359139635919,0.1923130464040865,0.0012647602233585,0.0013963670781889,0.1170571647563508,0.0260621950891484,0.0483737499227156,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0523221647811428,Cascade(1.044 -> 2.657(45%) -> 3.369(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
12,12,5.489280290483519,0.5656315420865229,0.2071040919344195,0.1236460356507559,0.0277794181555414,0.24116422259192,0.0008935423182285,0.0017360858650029,0.1544068269101142,0.0389077551725988,0.1110535138481964,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0705457159325866,Cascade(1.023 -> 3.125(45%) -> 3.724(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
13,13,4.602936760086896,0.3528983808867368,0.2696516782833464,0.1190752242311797,0.0255157338533816,0.1792770158615909,0.0008125729635072,0.0019367366811238,0.1721396754892258,0.0382551757713638,0.1468898267852715,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0675853532029779,Cascade(1.136 -> 2.931(45%) -> 3.432(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
14,14,5.974994294219368,0.4890333998317868,0.2394249234987168,0.1372775689134954,0.0251463113009817,0.2053694846338505,0.0008216721248822,0.0015489052531324,0.1685744822734022,0.034907932265548,0.0341252951094082,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0795606813773286,Cascade(1.086 -> 2.821(45%) -> 3.253(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
15,15,5.425961087482683,0.6630614293179816,0.2653217620562487,0.1399646752464209,0.0343196491047943,0.2098064100085158,0.0005671683228889,0.0014689461543858,0.1226260329528426,0.0294881687092176,0.0491090036408593,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0813714688327042,Cascade(0.995 -> 2.529(45%) -> 3.921(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
16,16,9.123700408627936,0.2115868187148937,0.2555573758691367,0.1002221865447368,0.0340805756649514,0.1720821776338762,0.0010843489182537,0.001954511525799,0.1613466579252299,0.0290164992905631,0.0452261892930513,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0556927416113266,Cascade(0.995 -> 3.328(45%) -> 3.922(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
17,17,6.627733096457082,0.7118646929583429,0.2672576102340724,0.1082703312588135,0.031454960015709,0.1867076945854463,0.0012864431827757,0.0013140664147518,0.1075165448079258,0.0330325615892497,0.0205749358046337,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0607080458653202,Cascade(1.062 -> 2.864(45%) -> 3.730(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
18,18,5.868002071825304,0.5968492824657539,0.1815377361605984,0.1092147893086344,0.0382707458132468,0.2189121131126299,0.0010747901490749,0.0011348852967746,0.1435312005138,0.027516054217507,0.0994989656056706,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0613025384783103,Cascade(1.060 -> 3.134(45%) -> 4.042(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
19,19,5.799697728834032,0.4932424790715657,0.2048773937857319,0.1168758028865311,0.0284183549760276,0.1657585069595105,0.0013471362519615,0.0018696962892224,0.1685376834699984,0.0365387806165448,0.0520607829376056,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0661717815390773,Cascade(1.010 -> 3.204(45%) -> 4.102(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
20,20,7.497235517841766,0.2858962161928466,0.2765934940773996,0.1106199945421089,0.0258420375460268,0.1645005978845573,0.0009927016140867,0.0013736656715667,0.1284160745588556,0.0340935344963619,0.0339524953897733,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0621893869118167,Cascade(0.960 -> 2.935(45%) -> 3.137(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
21,21,4.506113115153118,0.2188776853961685,0.1781025525063197,0.1323774888970406,0.0347692399802504,0.1586728866404242,0.0010435311402293,0.0017200843835839,0.1633541584569514,0.0262622020355799,0.1248643413923335,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0762874909324082,Cascade(1.039 -> 2.755(45%) -> 3.385(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
22,22,6.768749968352622,0.2390847047889009,0.2612174257277449,0.10572059803488,0.0311578982714895,0.1876473815920913,0.0012898674627211,0.0014150177366846,0.1698695936527835,0.0395960192656339,0.0557058839430378,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0591093777864982,Cascade(1.101 -> 3.187(45%) -> 4.427(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
23,23,6.1212948532185045,0.2516624233963568,0.203135192038389,0.1093359476296427,0.02319289986161,0.1782930284163457,0.0009458165619486,0.0014633108343993,0.1496308299254449,0.0337805129395229,0.1488410333677278,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0613788932755638,Cascade(1.006 -> 2.687(45%) -> 3.649(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
24,24,6.862763612300021,0.2783746043158326,0.2081079484618196,0.123585347035966,0.0331498189248228,0.206513540706859,0.0011005031491623,0.0017524109353917,0.1341049323420236,0.0303220471710234,0.0360622567471369,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0705062076598105,Cascade(1.058 -> 2.944(45%) -> 3.573(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
25,25,8.069585529785385,0.5166094641088319,0.2903370873727827,0.0944713498209997,0.0330720279886266,0.1709602129495702,0.0007438747606197,0.0011960581477911,0.1185538226516997,0.0283235227102551,0.0536143916293312,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0521636448511734,Cascade(1.086 -> 2.904(45%) -> 3.404(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
26,26,7.493150034348474,0.3801006810912846,0.2364491955191192,0.0997095618903874,0.0265701759620361,0.2244772273073099,0.0012233074587608,0.0018219423277308,0.111694655812849,0.0355826702190989,0.0746654099408141,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0553763306093491,Cascade(1.052 -> 2.851(45%) -> 2.820(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
27,27,6.463594787650934,0.5712672909386193,0.2505443961636565,0.0962539776418216,0.021578663602372,0.1980419355112151,0.0009734082789028,0.00151654459887,0.1500119998556393,0.0348300494868425,0.1192398128363612,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0532527807926958,Cascade(0.999 -> 2.946(45%) -> 3.769(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
28,28,6.417885789915973,0.620521571362065,0.216688943795446,0.1174628028178165,0.0318007345804059,0.1663898646884801,0.0007290220588945,0.0015026294231145,0.145546543767171,0.0289444474209183,0.0326820436464081,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0665483580708318,Cascade(0.930 -> 3.404(45%) -> 3.217(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
29,29,5.544007851481114,0.6970994488574475,0.2179561557795405,0.0980791917023107,0.0306629683739548,0.2050747797909186,0.0008332435508761,0.0019708912681485,0.1097459311372933,0.0383789123040825,0.1443210402294247,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0543723965563164,Cascade(1.002 -> 2.994(45%) -> 4.127(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
30,30,8.651877636520554,0.3615036343594929,0.2736443386697206,0.1031727125109022,0.0295408668284991,0.2456620388131618,0.0010260613760648,0.0015384200002565,0.1679855729740132,0.0283307555503999,0.0228557907244473,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0575209485428132,Cascade(1.097 -> 2.943(45%) -> 3.945(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
31,31,5.736685419084688,0.4453571084658178,0.2261386956905706,0.1348019502430845,0.0366822447980216,0.225715091786515,0.0009002417423134,0.0017688600046262,0.1561820597667751,0.0341397363559405,0.0601679642230326,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0779023659848506,Cascade(0.929 -> 2.977(45%) -> 3.914(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
32,32,8.315736573611677,0.6383501675396948,0.2728535524782252,0.1001504404083376,0.0256455868883577,0.1719621172379045,0.0006309026743538,0.0011662431401052,0.1603268407818614,0.0370527141613954,0.0144319586253947,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0556484355305926,Cascade(1.011 -> 2.743(45%) -> 3.771(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
33,33,7.395955143640101,0.6964806207511607,0.1916964066411258,0.1074853877631179,0.0288964289234162,0.1912779685125063,0.0010128808866038,0.0012896052048138,0.1289971307590146,0.0333892852189737,0.0155161688757525,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0602149176548104,Cascade(1.019 -> 2.996(45%) -> 3.368(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
34,34,5.275599239736691,0.243256642116896,0.2098424511581061,0.1375221755020471,0.026133122617789,0.1993069396919042,0.0010429095097906,0.0011679821792742,0.1209344752131138,0.0247707115274331,0.1202901527303408,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0797250500800403,Cascade(1.044 -> 3.083(45%) -> 3.420(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
35,35,6.804731799122241,0.4466365571095276,0.230526622011697,0.117534080000753,0.032073127994817,0.2182073965276998,0.0008455990430829,0.001339090617363,0.1389959001683606,0.032296611105102,0.0770439643808408,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0665941184453068,Cascade(1.067 -> 2.735(45%) -> 3.396(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
36,36,5.475859434124755,0.7074587649264559,0.2846487788562281,0.1367713349675725,0.0288236108706552,0.2206853539519606,0.0009388629763668,0.0011901995308003,0.1481263898511483,0.028542174225513,0.0529770216857199,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0792208023828973,Cascade(1.123 -> 3.361(45%) -> 3.484(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
37,37,5.946565366593708,0.6702453760826286,0.1549811675756905,0.1164153064788492,0.0320539444052292,0.2413371794619409,0.0010633959171679,0.0018684069569525,0.1309083616239376,0.0377165671362628,0.0489855179214794,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0658767107060929,Cascade(1.062 -> 2.694(45%) -> 3.376(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
38,38,5.177170283117286,0.7837416395638088,0.1416258384723429,0.1355846035940464,0.0312843112228017,0.2399778701523492,0.0013733170737167,0.0019401462195045,0.1730688251437246,0.0307718824042656,0.0677742673382776,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0784256065762924,Cascade(1.059 -> 3.223(45%) -> 3.430(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
39,39,6.3077437679674375,0.4741033183873918,0.2606821749098729,0.0975830448222514,0.0351667379546136,0.2056594980920688,0.0008285730384444,0.0016464939152609,0.1436547507381703,0.0389780713899168,0.1302696041464321,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0540676038179217,Cascade(0.958 -> 2.894(45%) -> 4.454(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
40,40,5.700494424626653,0.6399894641998941,0.2397793226933973,0.1154455281147204,0.0376984523986363,0.205269139732417,0.00090994704513,0.0012355315851907,0.1421427904945572,0.0311000330627013,0.0814332778689898,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0652563136494396,Cascade(1.028 -> 2.979(45%) -> 3.564(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
41,41,7.3009779221728754,0.3643238734620224,0.2813106026129892,0.1048016365843551,0.0373816013073522,0.2344757218458833,0.0010858896275894,0.001409153008439,0.1377033543521254,0.0376696969288386,0.0688158793577251,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0585354268212034,Cascade(1.005 -> 3.093(45%) -> 3.090(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
42,42,9.300619397760222,0.3641596441653251,0.1514617703263613,0.0917645135578407,0.0360532915260345,0.1805564172874754,0.0008622222372429,0.0017175690764861,0.1209821155097901,0.0319042690160634,0.0278351120384368,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0505180181393874,Cascade(0.983 -> 3.096(45%) -> 3.608(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
43,43,6.318652568141979,0.3379340628831997,0.1938832805353408,0.1273811931811763,0.0320253334860262,0.2233042652537453,0.0008989129062188,0.0012555341470101,0.1208977896861585,0.0323044670835032,0.0811748628052178,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0729878798083386,Cascade(0.992 -> 2.979(45%) -> 3.815(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
44,44,6.305005685015978,0.5581136185535808,0.1457229952134616,0.122021554883958,0.0249405930640945,0.1993846845001377,0.0010502088318806,0.0016489248478681,0.1056710907522522,0.0369517769340029,0.0337800934965802,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0694900629751966,Cascade(0.980 -> 2.834(45%) -> 3.263(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
45,45,7.313550417570137,0.4153849860726297,0.2460498893965575,0.1235618041288314,0.0220747106503863,0.2408678659909494,0.0009764597526941,0.0019888070334469,0.1637086937829983,0.029982989996857,0.0362535333257108,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0704908827062315,Cascade(1.103 -> 3.058(45%) -> 3.211(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
46,46,5.093907292596278,0.2800585439982886,0.2180396071463614,0.1139334058755865,0.0311078547192807,0.1896242816905061,0.0010579964794247,0.0018872459219835,0.1162545929754051,0.0332975415016904,0.1481664616672195,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0642916721108148,Cascade(1.107 -> 2.697(45%) -> 3.714(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
47,47,6.687338143444972,0.35178777010356,0.2567363542563597,0.1103400277937313,0.0380538292892541,0.2062515260540582,0.0011100493271841,0.0019631286575575,0.136291421237485,0.0302148880150858,0.0608699859571345,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0620124717537302,Cascade(1.019 -> 2.991(45%) -> 2.925(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
48,48,5.6872780958032285,0.5583154327653186,0.2715861403321617,0.1327263313894463,0.0236185976422162,0.2128124315794029,0.0007181676291756,0.0011070207755872,0.1471951078972367,0.0266130499184334,0.0753347286349017,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0765192903885144,Cascade(1.107 -> 2.677(45%) -> 2.968(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
49,49,7.372721363725028,0.7337024092150204,0.2208066376838032,0.0978817201154785,0.0376943979224114,0.2387270554711515,0.0013081933115394,0.001132381908058,0.1079144530994585,0.03382999898113,0.0698414218317465,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0542510457320564,Cascade(1.012 -> 2.735(45%) -> 3.836(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
50,50,8.442284472516338,0.322057660877013,0.1638260807707963,0.111896415488083,0.0223013689796338,0.2352928119309992,0.0006820368178821,0.0013555156474751,0.172729796142663,0.028962014134796,0.074033954108792,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0629973898537854,Cascade(1.069 -> 2.663(45%) -> 3.702(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
51,51,5.764283224988815,0.7846313681751613,0.2593910987410035,0.1321290870344902,0.0285513485453581,0.2200946797518687,0.0008615939054175,0.0011463154517218,0.1338472498887123,0.0323463782127539,0.0363688780952847,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0761225460264625,Cascade(1.128 -> 2.910(45%) -> 3.197(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
52,52,8.836403137944915,0.2352402319119074,0.1516953227958536,0.106584758861245,0.0246299658464277,0.2100057961667525,0.0012129029917678,0.0013830057438176,0.129511728270877,0.0298564316452705,0.0128860525314513,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0596501794201491,Cascade(1.011 -> 2.743(45%) -> 3.771(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
53,53,5.6814962823877,0.4782794506996953,0.2967095132175952,0.1114746371276647,0.0306877624111063,0.1773868980167372,0.0007402952984869,0.0015872366284398,0.121977835522323,0.03772141685824,0.0983514717961377,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0627301379261143,Cascade(1.025 -> 2.845(45%) -> 3.496(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
54,54,6.763472282352911,0.2071410923347022,0.2283678978680253,0.1269810316847185,0.0354375718127935,0.1791942560706922,0.0010270587033459,0.0013930314798444,0.1378249778774586,0.0358711195669894,0.0563871935202118,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0727252421157364,Cascade(1.032 -> 2.927(45%) -> 3.328(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
55,55,6.855162313247107,0.4657039350835158,0.2543368593397567,0.1280115417002407,0.0391892894471382,0.2063348882876387,0.0006751917208318,0.0019903754508997,0.1446351178082995,0.033773843137357,0.0009965690562151,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0734020849025015,Cascade(1.106 -> 2.958(45%) -> 3.421(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
56,56,6.303704030789204,0.6066429157562856,0.2546151373101875,0.1095664947033369,0.0294868137250094,0.205164353791254,0.0012206543411082,0.0014337055407117,0.1264416670761849,0.0341531003300172,0.0637653711294029,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0615242429960185,Cascade(1.044 -> 2.669(45%) -> 3.324(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
57,57,8.222872592097296,0.4736164632165173,0.2173708766607429,0.1074540386915607,0.0259468922777941,0.1850028764413549,0.0005402699054983,0.0018002701746677,0.1139493933851324,0.0384426596596477,0.0066297090427063,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0601952411134307,Cascade(0.980 -> 3.021(45%) -> 3.460(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
58,58,10.46914252603874,0.3170030832553433,0.2483271306345921,0.0933503511455676,0.0262023979782339,0.2204906224314373,0.0008589825666251,0.0011001522022969,0.1367774275962475,0.0308819028106516,0.0595334739556816,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0514809393372166,Cascade(0.987 -> 2.692(45%) -> 3.826(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
59,59,5.47455198169243,0.5877696972185875,0.1525664536247472,0.1262381553712521,0.0369587446642525,0.1578553003510937,0.0008318597792956,0.001395540807653,0.1422615817536375,0.0279890564446617,0.0533330347315976,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0722383084974884,Cascade(1.059 -> 2.814(45%) -> 3.342(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
60,60,5.036450625870762,0.6839199208686092,0.2790354573426918,0.1173609273563133,0.0353797623348577,0.2289646908587267,0.001246335874557,0.0016226834262165,0.1350782009829479,0.0320761538725781,0.117973702410772,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0664829662507422,Cascade(1.136 -> 2.840(45%) -> 3.454(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
61,61,8.359063913731154,0.4354946270958559,0.2685843443559665,0.0961038327457809,0.025485599634577,0.1690675384960231,0.0006986515546662,0.001265194396472,0.1648981051826475,0.0308919470651428,0.041006613613339,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.053160880766713,Cascade(1.048 -> 2.539(45%) -> 3.427(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
62,62,5.9652445842913,0.7050846430299275,0.250456448925473,0.1019568322310494,0.0393614123795678,0.2094187172852701,0.0011711856525268,0.0012996716883497,0.1534220655424218,0.036422101898326,0.0901016977756651,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0567661087408222,Cascade(1.022 -> 2.750(45%) -> 2.706(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
63,63,6.524684619502497,0.2947495400818298,0.2564380577665043,0.1130195495772986,0.0330022058037373,0.1730631236151171,0.0012522870999578,0.0019178380867893,0.1127313807581892,0.0357362706549348,0.049553042711757,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0637102821845948,Cascade(1.077 -> 2.757(45%) -> 3.528(45%)),<scipy.interpolate.interpolate.interp1d object at 0x000001A6A657B4F0>
